0.43 1.11
0.62 1.22
0.80 1.44
0.97 1.67
1.14 1.89
1.29 2.11
1.45 2.33
1.62 2.56
1.76 2.78
1.93 3.00
2.07 3.22
2.24 3.44
2.40 3.67
2.54 3.89
2.71 4.11
2.87 4.33
3.04 4.56
3.21 4.78
3.29 4.89
